datetime,temp,humidity,wind_speed,solar_ghi,mrt,pa,utci,heat_risk_score,shift,Heat_Risk_Score,Measure 1,Measure 2,Measure 3,Measure 4
2025-05-29 04:00:00,23.8,79,0.54,0.0,23.8,2.3285773739712337,34.584738769562705,3,0,3,Drink at least 1 glass of water during this hour,Make use of shade,Reduce physical activity during this hour,
2025-05-29 05:00:00,23.52,82,0.86,0.01,23.5203,2.3765497431249334,33.83452301792447,3,0,3,Drink at least 1 glass of water during this hour,Make use of shade,Reduce physical activity during this hour,
2025-05-29 06:00:00,23.18,84,0.59,86.78,25.7834,2.385010501147856,35.1924989025354,3,0,3,Drink at least 1 glass of water during this hour,Make use of shade,Reduce physical activity during this hour,
2025-05-29 07:00:00,23.93,82,0.67,296.83,32.8349,2.4359909735994654,38.516636678936536,4,0,4,Drink at least 2 glasses of water during this hour,Make use of shade,Reduce physical activity during this hour,
2025-05-29 08:00:00,24.8,79,1.21,522.02,40.4606,2.472556476451078,41.026217861707615,4,1,4,Drink at least 2 glasses of water during this hour,Make use of shade,Reduce physical activity during this hour,
2025-05-29 09:00:00,26.45,71,1.63,728.35,48.3005,2.45102136519214,44.04570904574966,4,1,4,Drink at least 2 glasses of water during this hour,Make use of shade,Reduce physical activity during this hour,
2025-05-29 10:00:00,27.92,65,2.08,894.34,54.75020000000001,2.4461991246551618,46.425100451844415,5,1,5,Cool your body with a shower,Drink at least 2 glasses of water during this hour,No physical activity,
2025-05-29 11:00:00,29.66,58,2.34,1004.59,59.7977,2.4146852845090767,48.694371539263386,5,1,5,Cool your body with a shower,Drink at least 2 glasses of water during this hour,No physical activity,
2025-05-29 12:00:00,30.78,53,2.2,1049.36,62.2608,2.353108712468896,50.324381021441766,5,1,5,Cool your body with a shower,Drink at least 2 glasses of water during this hour,No physical activity,
2025-05-29 13:00:00,32.11,47,2.15,1024.76,62.8528,2.250817257428049,50.91847884401084,5,1,5,Cool your body with a shower,Drink at least 2 glasses of water during this hour,No physical activity,
2025-05-29 14:00:00,33.2,44,3.11,932.94,61.1882,2.240800050939793,48.66676898118361,5,1,5,Cool your body with a shower,Drink at least 2 glasses of water during this hour,No physical activity,
2025-05-29 15:00:00,34.51,39,4.71,781.96,57.9688,2.1371578586354687,43.99754340858163,4,1,4,Drink at least 2 glasses of water during this hour,Make use of shade,Reduce physical activity during this hour,
2025-05-29 16:00:00,34.76,37,5.65,585.59,52.32769999999999,2.0559497279444434,39.355554720089536,4,1,4,Drink at least 2 glasses of water during this hour,Make use of shade,Reduce physical activity during this hour,
2025-05-29 17:00:00,34.43,37,5.98,363.32,45.3296,2.018547704286285,35.43946428418707,3,1,3,Drink at least 1 glass of water during this hour,Make use of shade,Reduce physical activity during this hour,
2025-05-29 18:00:00,33.21,41,6.09,143.46,37.5138,2.0891919312186946,31.73330370893761,2,0,2,Drink at least 1 glass of water during this hour,,,
2025-05-29 19:00:00,31.82,45,5.2,7.16,32.0348,2.1198906709495016,30.913315757159378,2,0,2,Drink at least 1 glass of water during this hour,,,
2025-05-29 20:00:00,29.4,53,5.5,0.0,29.4,2.1736571252789427,28.06107217844272,2,0,2,Drink at least 1 glass of water during this hour,,,
2025-05-29 21:00:00,27.89,58,4.4,0.0,27.89,2.178940679698328,29.09683054701724,2,0,2,Drink at least 1 glass of water during this hour,,,
2025-05-29 22:00:00,27.3,59,3.06,0.0,27.3,2.1412536184027497,31.35330567763642,2,0,2,Drink at least 1 glass of water during this hour,,,
2025-05-29 23:00:00,26.99,60,2.21,0.0,26.99,2.13825292964484,32.954628246167985,3,0,3,Drink at least 1 glass of water during this hour,Make use of shade,Reduce physical activity during this hour,
2025-05-30 00:00:00,26.49,62,1.5,0.0,26.49,2.1453886009388787,34.10607897359391,3,0,3,Drink at least 1 glass of water during this hour,Make use of shade,Reduce physical activity during this hour,
